ACC,5.60444444,-0.1675
BLR,13.20694444,77.70444444
CTU,30.55638889,103.9452778
DAR,-6.87805556,39.2025
EAT,47.39805556,-120.2058333
FCO,41.80444444,12.25083333
JED,21.68111111,39.15555556
HNL,21.31861111,-157.9225
PPT,-17.55361111,-149.6072222
SYD,-33.94611111,151.1772222
TXL,52.55972222,13.28777778
YYJ,48.64722222,-123.4258333
